,id,time,text,image_link,image_flag,video_link,video_flag,products,product_flag
40,ASICSamerica_1599224770,2020-09-04,💙 💙 💙 #WaitForTheGreats,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/118478282_1201518333580850_4258726015980413343_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=s-exJqEy5WoAX8CRq0Q&_nc_ht=scontent-iad3-1.xx&oh=aa3666a8c0477f613e5fa50fba0ee2c7&oe=60BD3788,Yes,,No,[],No
41,ASICSamerica_1598907604,2020-08-31,"Inspired by trampolines, with bounce in every step. Meet the new DYNABLAST™ running shoe.",https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHst-j0jckuX1jS&w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2Fd75c18cb-66e4-465f-8bd3-6fc65af38424-389983134%2FAW20_Dynablast_Male_Benefit_Or.jpg&cfs=1&ccb=3-5&_nc_hash=AQGMZpdX4DGTvV00,Yes,,No,[],No
42,ASICSamerica_1597237206,2020-08-12,"The ASICS x Reigning Champ Paris Edition collection is here and ready to bring you timeless (and comfortable) gear, from run - > recovery. Shop now: https://asics.tv/3kCZTJd",https://external-iad3-1.xx.fbcdn.net/safe_image.php?w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2F0bb0e202-abc1-4b8c-925e-d08c17c81b9f-201492638%2Fresized-preview.jpg&cfs=1&ccb=3-5&_nc_hash=AQGchIy6UgxfICWK,Yes,,No,[],No
43,ASICSamerica_1596286801,2020-08-01,"Feel faster. Introducing our next-level racing shoe, METARACER™. Shop now: https://asics.tv/3k16nkH",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/117160133_3345914098794610_5430623653517494657_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=0YhDpFInKK8AX-cI840&_nc_ht=scontent-iad3-1.xx&oh=220d5564c8bd29c1bbd3367920976193&oe=60DBC0DF'],Yes,,No,[],No
44,ASICSamerica_1596028057,2020-07-29,"Get a first look at the ASICS RUNNERS FACE COVER. Designed by the ASICS Institute of Sport Science, its unique curved design enhances breathability, comfort and performance for runners. Coming soon! https://asics.tv/3jN7wwi",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/116526250_3337179776334709_903518268700468289_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8024bb&_nc_ohc=B_-aiBr7JNYAX-A4nZJ&_nc_ht=scontent-iad3-1.xx&oh=0913a93f17ac67875e9f53ba3c6e49e6&oe=60DF1035'],Yes,,No,[],No
45,ASICSamerica_1595772018,2020-07-26,Lace up the GEL-KAYANO® 27 sneaker and run with a smile on. Shop now: https://asics.tv/39r0c4F,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/116382211_1038696779900729_5219249316874201718_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=g-uTguf7DIQAX_Hl5Lz&_nc_ht=scontent-iad3-1.xx&oh=4189ec90e2937e531ff3d015d7314bdb&oe=60BCE16D,Yes,https://www.facebook.com/ASICSamerica/videos/1038696483234092/?t=0,Yes,[],No
46,ASICSamerica_1594240595,2020-07-08,"COVID-19 Shipping Delays:
The effects of COVID-19 continue to disrupt businesses across the country, and while our online store and distribution center remain operational, unfortunately, customers are experiencing significant delays due to carrier adjustments and modified hours for the safety of our team.
We recognize that people are seeking information about their delayed orders and this has resulted in a high volume of inquiries to our customer service team. The team has ...
See More",https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-1/cp0/p64x64/144158291_2884648161857340_4352249679578380325_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=7206a8&_nc_ohc=Cg37v9yfzCYAX_VjHs7&_nc_ht=scontent-iad3-1.xx&tp=27&oh=c2019554c420b03857fb5b06d605be5c&oe=60DBD841,Yes,,No,[],No
47,ASICSamerica_1592953378,2020-06-23,Who's in?! ⬇️ ⬇️ ⬇️,https://scontent-iad3-1.xx.fbcdn.net/v/t15.13418-10/73505026_299861791184690_455510526556806748_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=BFYBOlRfUdMAX9RVUpQ&_nc_ht=scontent-iad3-1.xx&oh=0709fb1d857023c28674c4b30d611509&oe=60BD692C,Yes,https://www.facebook.com/bintherun/videos/272718750737767/?t=0,Yes,[],No
48,ASICSamerica_1592507131,2020-06-18,Our commitment to driving change inside ASICS and in the communities we serve.,"['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p526x296/104624091_3218342064885148_5980913796396701846_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&_nc_ohc=rWQnu80eQnoAX_x0Tn5&_nc_ht=scontent-iad3-1.xx&tp=6&oh=b489852da6b0e40db9dece2ec2ccb94b&oe=60DD8372', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p526x296/104771812_3218342391551782_8424179690267289380_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8024bb&_nc_ohc=t-KnB6gk6rkAX9cGz3q&_nc_ht=scontent-iad3-1.xx&tp=6&oh=b2daad2af4b941e314d7c704db5421e4&oe=60DEC460', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p526x296/103965371_3218342668218421_299877062308148823_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&_nc_ohc=sttXDtAHYHEAX-pIkYR&_nc_ht=scontent-iad3-1.xx&tp=6&oh=3c6939983eb2e0889a38aec65b452b00&oe=60DCF008', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p526x296/103997049_3218342914885063_608349550444363273_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=NHa_8fZuVxIAX80PvLX&_nc_ht=scontent-iad3-1.xx&tp=6&oh=d95f3750fd724b299aa33bf293bc9eae&oe=60DBF42B']",Yes,,No,[],No
49,ASICSamerica_1591059480,2020-06-01,"Today, we start by having important conversations, striving to make a change, and simply being better.","['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/101568441_3171874709531884_3876813295855861760_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=N40L64qPZB8AX-EQlCZ&_nc_ht=scontent-iad3-1.xx&tp=6&oh=2fae4632bedcc1017ac66db72e19554a&oe=60DD6ED5', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/101824417_3171875012865187_6177626816761561088_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=eGbG8Rk-qOYAX_wBNLB&_nc_ht=scontent-iad3-1.xx&tp=6&oh=62f70918e7afbdd7275a1e2d7e330d2e&oe=60DCC878', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/82344871_3171875336198488_5988534950205325312_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8024bb&_nc_ohc=uAuPzhWvVxkAX_YFDPh&_nc_ht=scontent-iad3-1.xx&tp=6&oh=37705ed81cc7b29a4965a135ae3d8b3d&oe=60DE64AA']",Yes,,No,[],No
50,ASICSamerica_1588776730,2020-05-06,"It’s National Nurses Week and we could not be more grateful for all of the nurses and medical professionals working around the clock to fight our current pandemic.
We are here to support them in every brave step, through our medical professional discount program (which you can learn more about by clicking the link below).
Thank you, thank you, to everyone on the frontlines who are keeping us safe, everyday. 💙 https://asics.tv/2W9Qe2x","['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/96099776_3103069573079065_4973985450650763264_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=hejciGNEeMwAX9b6e19&_nc_ht=scontent-iad3-1.xx&oh=ac4f4bb5b2a60e0a6aa5b0f33fb2b78f&oe=60DC3BB9', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/95837050_3103069936412362_4333240428179488768_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=-YhhvdW70-QAX_VPbbb&_nc_ht=scontent-iad3-1.xx&oh=bd880b7b0afbf1f427924c566e15191c&oe=60DEAE8E']",Yes,,No,[],No
51,ASICSamerica_1588688619,2020-05-05,"Running Medicine: A Weekly Look Inside Our New World with Dr. Jordan Metzl & ASICS. Hosted on Zoom, Tuesday's at 7:30pm EST.
This week's webinar will focus on the ""New Future of Running"" and the growth of the virtual running community.
Join us by registering here: https://bit.ly/3cbxpBK",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/96047627_3763947676980041_451207952490037248_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=b386c4&_nc_ohc=7SstxKy8yFwAX-JzOxE&_nc_ht=scontent-iad3-1.xx&tp=7&oh=5f875f9209bd9ab7ab21d1326cf7685c&oe=60DED035'],Yes,,No,[],No
52,ASICSamerica_1588623331,2020-05-04,Your favorite running styles now made from recycled materials. Run sustainably. https://asics.tv/35tycLS,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/95147083_170414397617274_4441072312359321600_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=7KHrCeh0HNgAX8S8Zs3&_nc_ht=scontent-iad3-1.xx&oh=2f8fb9fba7408578d477fdd414393622&oe=60BC4352,Yes,https://www.facebook.com/ASICSamerica/videos/170414234283957/?t=0,Yes,[],No
53,ASICSamerica_1588362403,2020-05-01,Your favorite running styles now made from recycled materials. Run sustainably. https://asics.tv/3dcMxPz,https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-1/cp0/p64x64/119460678_3395594850479870_4531585823166722121_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=7206a8&_nc_ohc=2nUqM7hSQMUAX-SNCNt&_nc_oc=AQkO39dR3oC0_N58xhMQEE6t3WJhvpropLWC2KysBw1mtW6ymFOExstydhCM1dmkMNA&_nc_ht=scontent-iad3-1.xx&tp=27&oh=f5b2ba3ece5696038a064f39e3fb516a&oe=60DE43AC,Yes,,No,[],No
54,ASICSamerica_1588091306,2020-04-28,This is what home workouts really look like when you have a dog...who can relate?,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/94639735_3083698015016221_450704049747001344_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=uYbFM9ojCfEAX8tsZss&_nc_ht=scontent-iad3-1.xx&tp=7&oh=ce0258cd4a303ae9109f66cf50813637&oe=60DF0E92'],Yes,,No,[],No
55,ASICSamerica_1586973131,2020-04-15,"Let’s come together as a global community and keep moving together. Join the #MakeTimeForMovement Challenge in the ASICS Runkeeper app for motivation to run, walk, bike or hike three times a week. Learn more: https://bit.ly/34DOalY",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/93276923_3052513961467960_7789104834052882432_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=SoGINjFNRzYAX9pL2Lc&_nc_ht=scontent-iad3-1.xx&oh=8cb92f0885c2f886896735dbbc62049c&oe=60DBF6E1'],Yes,,No,[],No
56,ASICSamerica_1586878278,2020-04-14,"Running Medicine: A Weekly Look Inside Our New World with Dr. Jordan Metzl & ASICS. Hosted on Zoom, every Tuesday at 7pm EST.
This week's webinar will focus on caring for your runner’s body in quarantine.
Join us by registering here: https://bit.ly/3caaaaS",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/92127845_3661270027247807_6195237746043256832_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=b386c4&_nc_ohc=IxXEoQAElesAX9ZqezI&_nc_ht=scontent-iad3-1.xx&tp=7&oh=b52d4c975fc3e42e700485ce9af7a43e&oe=60DCBA68'],Yes,,No,[],No
57,ASICSamerica_1586359266,2020-04-08,"Comfortable meets durable. Introducing the lightweight, reliable GEL-CUMULUS® 22 shoe. https://asics.tv/3aSc53u",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/92212848_3036106586442031_5301321280694255616_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=eNxvKbPj_xYAX9pjnnJ&_nc_ht=scontent-iad3-1.xx&oh=98299d230c335bffebbbe8c63b44c21c&oe=60DC04F7'],Yes,,No,[],No
58,ASICSamerica_1586187613,2020-04-06,"Running Medicine: A Weekly Look Inside Our New World with Dr. Jordan Metzl & ASICS. Hosted on Zoom, every Tuesday at 7pm EST.
This week's webinar will focus on the psychology of perseverance and motivation.
Join us by registering here: https://bit.ly/2xWSK2o",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/92549391_3646890955352381_377519275901976576_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=b386c4&_nc_ohc=2dTzBJK8WM0AX9c5kTN&_nc_ht=scontent-iad3-1.xx&tp=7&oh=8104e9254e269bf509a1f3f41755ed61&oe=60DEAFD2'],Yes,,No,[],No
59,ASICSamerica_1585508470,2020-03-29,"Running Medicine: A Weekly Look Inside Our New World with Dr. Jordan Metzl. Hosted on Zoom, every Tuesday at 7pm EST.
Click here to register for this week's discussion on running advice during our new normal: https://bit.ly/2WTAbXA",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/91112543_3623595994348544_2336803646039130112_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=u8QRH4Ic5NkAX8zAeBo&_nc_ht=scontent-iad3-1.xx&oh=ab20c74c3e6bdb3256a549e4445a760f&oe=60DD7A1D'],Yes,,No,[],No
60,ASICSamerica_1585236404,2020-03-26,Spring towards warmer weather. 🌷 🌷 Shop the floral inspired Sakura collection now: https://asics.tv/3ducuLe,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/90815006_3007384062647617_7878392496852566016_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=W1E3MyaHDPIAX_CCy6W&_nc_ht=scontent-iad3-1.xx&tp=6&oh=6ac3cda0ceab2555a57810a6c375fde1&oe=60DC94E3'],Yes,,No,[],No
61,ASICSamerica_1584632784,2020-03-19,Turning the corner into Spring and not looking back. Happy First Day of Spring!,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/90145312_2991623337557023_8171172158198775808_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=g5oqyzy_8zEAX9eIol7&_nc_ht=scontent-iad3-1.xx&tp=6&oh=1c559fcde77ec7ac168fc6c785c7436c&oe=60DF23C1'],Yes,,No,[],No
62,ASICSamerica_1584550847,2020-03-18,"We are focused on protecting our employees, our families and our customers. With this in mind, we have made the decision to temporarily close ASICS retail locations in the US and Canada until further notice. During this time, asics.com will remain open and fully operational. We encourage everyone to find the time to take care of yourself and those around you, and to keep moving.",['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/89993516_2989545931098097_910000636836184064_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=xVumsaGn4OkAX-NIwOz&_nc_ht=scontent-iad3-1.xx&tp=7&oh=70fbf7c566721f0e4f0e9cea56640126&oe=60DB4CD5'],Yes,,No,[],No
63,ASICSamerica_1584022962,2020-03-12,Your spring wardrobe has arrived. 🌷,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQEAzL-79_umy6GW&w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2F7d60ccc3-9428-4983-aa05-0c48df9b2a26-495947351.jpg&cfs=1&ccb=3-5&_nc_hash=AQEwTaPYS3nJhKmz,Yes,,No,[],No
64,ASICSamerica_1583424013,2020-03-05,"Just in time for the Los Angeles Marathon, our limited edition GT-1000™ celebrates LA, its vibrant colors and history.",https://scontent-iad3-1.xx.fbcdn.net/v/t45.1600-4/cp0/q75/spS444/c0.150.600.600a/p600x600/89210667_23844515830070057_3298490804078641152_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=67cdda&_nc_ohc=NclnYUMgrQQAX_srsMd&_nc_ht=scontent-iad3-1.xx&tp=31&oh=442f7e612daab50356f7e9bb003d8bbb&oe=60BBFC54,Yes,,No,[],No
65,ASICSamerica_1583160287,2020-03-02,"Lighter, faster, bouncier. Our NOVABLAST™ shoe is here. https://asics.tv/3clnt9b",https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/83905681_483794919194389_6651204921729220608_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=K_CYQG-RGdoAX9H01mp&_nc_ht=scontent-iad3-1.xx&oh=8e9bff3d13c9884fbe3383034c773157&oe=60BBDD3F,Yes,https://www.facebook.com/ASICSamerica/videos/483794722527742/?t=0,Yes,[],No
66,ASICSamerica_1582745794,2020-02-26,"All eyes are on the big prize. See you soon, Atlanta.","['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/87369238_2944620288923995_4828522707995852800_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=4qRSzWnysL8AX_8DU7c&_nc_ht=scontent-iad3-1.xx&tp=6&oh=1c7330e05942dee6d0163c7f54c5d16f&oe=60DCE1BB', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/87954082_2944620212257336_3038822729244475392_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=VGjF-Sridb4AX-kq9JE&_nc_ht=scontent-iad3-1.xx&tp=6&oh=e7c1813f699c0af959f5bef4a33c349c&oe=60DB6B9F', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/88000819_2944620228924001_7411478033644650496_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=BQ9sditcUWEAX8gbz9G&_nc_ht=scontent-iad3-1.xx&tp=6&oh=fb8d12efbc382334d6041117f4377ab7&oe=60DB4259', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-0/p235x350/88013958_2944620448923979_7484528542517035008_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&_nc_ohc=lI_QIROB830AX_BsNn5&_nc_ht=scontent-iad3-1.xx&tp=6&oh=994dcdca103597f51559234b1d35d07b&oe=60DC99C1']",Yes,,No,[],No
67,ASICSamerica_1582207200,2020-02-20,2020 vision. 2020 training. How far will you go?,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/81656792_470523553826247_2167601180325183488_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=f2c4d5&_nc_ohc=Kw_oPFbGOOMAX_7dhtX&_nc_ht=scontent-iad3-1.xx&oh=217b99b1c8c42574515ad52219a46a0a&oe=60BD7F64,Yes,https://www.facebook.com/ASICSamerica/videos/470519973826605/?t=0,Yes,[],No
68,ASICSamerica_1581004801,2020-02-06,FLYTEFOAM® for miles. Meet the new GEL-NIMBUS® Lite sneaker: https://asics.tv/36XQuE1,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/84471907_2902115249841166_6402838636722651136_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=CZAWti5_b5AAX_MblfG&_nc_ht=scontent-iad3-1.xx&tp=7&oh=09e6cc1e99d314543ed0461b71449f29&oe=60DD5680'],Yes,,No,[],No
69,ASICSamerica_1580850006,2020-02-04,Sea -> Sky. Our ASICS x Reigning Champ Vancouver Edition collection is here and bringing those gloomy sky vibes head to toe.,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQHuQt7SmiyI8I8r&w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2F1d9c9515-def3-4223-af91-6c55978eef04-2275949000.jpg&cfs=1&ccb=3-5&_nc_hash=AQGUs6rv98Jexs7R,Yes,,No,[],No
70,ASICSamerica_1580496890,2020-01-31,Coming soon... 👀,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/83736390_2890228327696525_4748253673358884864_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=Axw04uJoFAIAX8kl7Wc&_nc_ht=scontent-iad3-1.xx&tp=6&oh=926aae1bc1ff665d41bfa6d8aef5116e&oe=60DB7954'],Yes,,No,[],No
71,ASICSamerica_1580393069,2020-01-30,Say 👋 to the GT-2000™ 8 Retro Tokyo edition which brings style + comfort to a whole new level. https://asics.tv/37F2lrZ,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/83843887_2887701357949222_3415323754299916288_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=oBh5jjikLl0AX91kLHm&_nc_ht=scontent-iad3-1.xx&tp=6&oh=1f1df851aab60f6e7df8579f907b7610&oe=60DCF7A2'],Yes,,No,[],No
72,ASICSamerica_1580223277,2020-01-28,Retro meets comfort. Shop our Retro Tokyo collection now.,https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQFDJTfQJxX-U39y&w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2Fresized-preview-f00a4c7d-2ada-4a46-b99a-e1ee600710f7-201492638.jpg&cfs=1&ccb=3-5&_nc_hash=AQGaZ-hFDfJB3fO3,Yes,,No,[],No
73,ASICSamerica_1579618506,2020-01-21,"Whether you're on the track, treadmill, or road - move in style. Shop our Retro Tokyo collection now.",https://external-iad3-1.xx.fbcdn.net/safe_image.php?d=AQH8AInSX-bbCKK4&w=600&h=600&url=https%3A%2F%2Fsprcdn-assets.sprinklr.com%2F1171%2F3055f2fc-319e-49d0-857e-5fde42c477cb-1255904181.jpg&cfs=1&ccb=3-5&_nc_hash=AQGmX1vqSELPR_nm,Yes,,No,[],No
74,ASICSamerica_1579094220,2020-01-15,Stretch. Run. Stretch. Repeat.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/82098464_2856960917689933_4953962162792955904_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=f177qPxh2cwAX-QOQAs&_nc_ht=scontent-iad3-1.xx&oh=687f3926f6b4573b8ffb84a1a41f9bc7&oe=60DCE293'],Yes,,No,[],No
75,ASICSamerica_1578435120,2020-01-07,Blue sky at night is a runner’s delight.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/81542642_2840568049329220_8519260389748244480_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=17V-b0LifyEAX_9E6ou&_nc_ht=scontent-iad3-1.xx&tp=6&oh=d1e9d4c5ce7f8b5bafd6e04c96c8eb57&oe=60DD517B'],Yes,,No,[],No
76,ASICSamerica_1578063600,2020-01-03,All smiles running into the weekend. Where will your shoes take you?,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/81213798_2831060160280009_7493919922301435904_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=6SvtanpO0dEAX-4Jj-_&_nc_ht=scontent-iad3-1.xx&tp=7&oh=05a978ae455808932d892610cc755e17&oe=60DCC83A'],Yes,,No,[],No
77,ASICSamerica_1577974379,2020-01-02,Running into 2020 head on. Let’s do this.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/81101552_2828784643840894_6377634441484828672_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=DlwdcwpCIvwAX8C0JQh&_nc_ht=scontent-iad3-1.xx&tp=7&oh=5fb9bed5853fd5761e291085e281a663&oe=60DDF560'],Yes,,No,[],No
78,ASICSamerica_1577484300,2019-12-27,Every step is one step closer to reaching your goals.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/80980711_2816190365100322_3921336138026975232_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=iE3s_1Gta1wAX97OSHS&_nc_ht=scontent-iad3-1.xx&tp=6&oh=e7ebf6ab88bc459b501c2699adbc5b84&oe=60DC75E3'],Yes,,No,[],No
79,ASICSamerica_1577137996,2019-12-23,Holiday tip: take a few minutes each day to jump for joy. Bonus points if you do it with a buddy.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/s1080x2048/79777484_2807532672632758_5137482559118114816_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=d_iqL3P40jkAX-pGlTd&_nc_ht=scontent-iad3-1.xx&tp=7&oh=6f074787a29a866df5066961084b4d1a&oe=60DE4B1B'],Yes,,No,[],No
80,ASICSamerica_1576854001,2019-12-20,Find your mountain and run right over it.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/80194342_2800581199994572_607469552892116992_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=YS63VRfBjvMAX_wOM4J&_nc_oc=AQmP0gXmfZ5k-1DyNMpUn9iOjYcvhq52dXn9UR41AaNRzOL-w4vYTkaBc8JTXA38Vfg&_nc_ht=scontent-iad3-1.xx&tp=6&oh=625d09adb1b1005e01698772b40ed289&oe=60DBE11F'],Yes,,No,[],No
81,ASICSamerica_1576680459,2019-12-18,2 weeks left of this decade. How will you finish it?,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/81382847_2796355290417163_6240769617766121472_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=VXYT-4p7I7wAX-wdn7-&_nc_oc=AQnqAZgwBJSt5e8dZRUTxwj5uUMEwDWqUQv_P5WSdAQzeNJnUEns53aBVKOUVFPtIoc&_nc_ht=scontent-iad3-1.xx&tp=6&oh=10e8d62c0b5245dfe879ddffcf1b761a&oe=60DE626E'],Yes,,No,[],No
82,ASICSamerica_1575987783,2019-12-10,Running is so much better with furry friends. Tag your favorite running buddy in the comments below.,"['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p843x403/78572936_2778959425490083_3866253959844855808_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=DmWFmXizalcAX_1JmRu&_nc_ht=scontent-iad3-1.xx&tp=6&oh=08f114b499f9fac63cbcd0509a200d20&oe=60DEC57E', 'https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/78576998_2778959445490081_7547874581374042112_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=DYX4rQwN4TgAX8Me79E&_nc_ht=scontent-iad3-1.xx&oh=d98225e4209af414439d743deab23240&oe=60DC4A01']",Yes,,No,[],No
83,ASICSamerica_1575504000,2019-12-04,Take a step out of your comfort zone.,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/78338357_2765977723454920_8449634700682592256_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=lDr8IzYEhJwAX9dwpKB&_nc_ht=scontent-iad3-1.xx&tp=6&oh=ebdd2ec61f6a77e6b886994fe0ecda06&oe=60DB4531'],Yes,,No,[],No
84,ASICSamerica_1575325800,2019-12-02,“Taking the time to stretch really sets the mood for my run.” - Tiffany Forte,['https://scontent-iad3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/78561558_2761300913922601_8721733454548434944_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=PPmvBowV-acAX_Ya0bE&_nc_ht=scontent-iad3-1.xx&tp=6&oh=f93638a21856f730ffa2f8c26c0fbf05&oe=60DB47EF'],Yes,,No,[],No
